,text,number of annotations,hard_label,soft_label,split,disagreement_lev
473,أتمنى ليلى النجار تتخذ الإجراءات اللازمة تجاه العنف المرأة,3,0,"{'0': 1.0, '1': 0.0}",train,0
474,violence against women problem that unfortunately continues every day and must strive stop this problem العنف المرأة مشكلة للأسف تحدث يوم ويجب علينا نسعي جاهدين لتوقف المشكلة,3,0,"{'0': 1.0, '1': 0.0}",train,0
475,النساء الحاصلات حقوقهم فاسدات وحقيرات ورخيصات ترخص جميع النساء لرفع شأنها الذكور,3,1,"{'0': 0.33, '1': 0.67}",train,1
476,وضعها مثل وضع رشا حريم ماعندهن والي رجال صايعات,3,0,"{'0': 0.67, '1': 0.33}",train,1
477,تقولي الكل لانه بنات وقحات واخس الشباب يستوي نعمم عالكل,3,1,"{'0': 0.33, '1': 0.67}",train,1
478,ههه أولا الحديث ضعيف روح ابحث عنها وثانيا عندنا عاطفية أكبر الرجل لان نتبع قلبنا شهوتنا وثالثا دخل العاطفية النقص واذا ناقصات عقل دين فعلا يحق لله يعاقبنا عقاب الرجل شخص كامل يعني عقابنا يكون أخف أخف تقول النساء بالنار تناقض,3,0,"{'0': 1.0, '1': 0.0}",train,0
479,كلام مظبوط مايمنعش متمردات كافرات العشير,3,0,"{'0': 0.67, '1': 0.33}",train,1
480,عاد والله البلديات محترمات متمردات عندهم غلاء المهور هاي طتك وانت اختيارك أمل نلاقيلك راقية بنت حلال قريب,3,0,"{'0': 0.67, '1': 0.33}",train,1
481,مساكين البنات اذا ضحكنا قالوا قليلات أدب اذا بكينا قالوا دلوعات واذا تكلمنا قالوا لسان طويل واذا سكتنا قالوا ضعيفة شخصيه واذا قعدنا بالبيت قالوا معقدات واذا طلعنا قالوا صايعات نروح نموت احسن المشكله بيقولوا المسكينه انتحرت اكيد كانت تحب,3,0,"{'0': 1.0, '1': 0.0}",train,0
482,المرأة الكاملة المثقفة الواعية ارقى انها تتكلم بهذا الاسلوب الغبي الوضيع النسوية قوة عقلية وليست شذوذ فكري مريضة ابشرك انك اقنعتيني زيادة فأة تنطبق عليهم ناقصات عقل ودين بالحرف الواحد اشكالك تستحقون اللقب بجدارة,3,1,"{'0': 0.33, '1': 0.67}",train,1
483,لاحول قوة الا بالله العلي العظيم اصبحو البنات منحطات وهم بالهم انهم بالنقاب والعبايه ساتره نفسها الله يسترنا بستره والله الوضع ماعاد يحتمل,3,0,"{'0': 0.67, '1': 0.33}",train,1
484,انقلعي تكفين تتكلمي اعراض الناس وتقولي رخيصات تشوفي نفسك,3,0,"{'0': 0.67, '1': 0.33}",train,1
485,يعمل بمذهب أهل الكوفة النبيذ وأهل المدينة السماع وأهل مكة المتعة لكان فاسقا وقال معمر رجلا يأخذ بقول أهل المدينة السماع يعني الغناء وإتيان النساء أدبارهن وبقول أهل مكة المتعة والصرف وبقول أهل الكوفة المسكر كان أشر عباد الله تعالى,3,0,"{'0': 1.0, '1': 0.0}",train,0
486,انا مشرفي لطيف وخفيف الظل وراقي تعامله الجميع فلذلك نعمل باريحية تامة وايضا عندنا قائد ممتاز جدا وراقي التعامل فالله يعينكم يالمعلمات صحيح عندكم المشرفات متسلطات للاسف,3,0,"{'0': 0.67, '1': 0.33}",train,1
487,شفت كلام الذكوريين بحسابات الدعم انهم يبون نكون محاميات وقاضيات لأن اغلبنا نسويات وراح ندعسهم,3,0,"{'0': 1.0, '1': 0.0}",train,0
488,سوء الاستخدام بهذا الغموض علاقة بمداراة مشاعر النساء يكون تحريف مراد النصوص الشرعية ذكرها سياقها كمن يقول النساء بلا عقل دين يستدل بحديث ناقصات عقل دين مراد النص الشرعي سياقه,3,0,"{'0': 1.0, '1': 0.0}",train,0
489,ماهي مسألة نسويات اتوقع ماهو متحكم انتخاب طبيعي لازم يحصل عشان التطور يهم زعلنا الحاصل,3,0,"{'0': 1.0, '1': 0.0}",train,0
490,فكر الفسويات يبررون لنفسهم تبرجهم حجه كانت وهم الي يدعموها ويصرفون عليها,3,1,"{'0': 0.0, '1': 1.0}",train,0
491,ابشرك نسويات كثر النمل تقلصو شافو العالم فضيحتهم وفكرهم المنحط,3,1,"{'0': 0.33, '1': 0.67}",train,1
492,بكلامه يوصف وضعه الدين ياخذ الأحاديث اللي تمس النساء الآيات والأحاديث اللي تنهى القذف وسوء الظن يشوفها,3,0,"{'0': 1.0, '1': 0.0}",train,0
493,الحين يجونك النسويات ويشغلونا الله ياخذهم,3,1,"{'0': 0.0, '1': 1.0}",train,0
494,عرفتهن فاسدات تجربة خاصة,3,0,"{'0': 1.0, '1': 0.0}",train,0
495,الله يلعن تويتر ويلعن النسويات خربوا البنات وتفكيرهم اشوف قروب الشعبه نقاشات غبيه وافكار محرمه واشياء كثثثير تخوف مره,3,1,"{'0': 0.0, '1': 1.0}",train,0
496,نبي الكلمه فعلا كثير النساء ناقصات عقل مثل الي تعمم انتي زيها انتي ناقصه عقل,3,1,"{'0': 0.0, '1': 1.0}",train,0
497,فعلا فضفضة نسوان وهذا زمن النسوان قال النبي السلام أطلعت النار فرأيت أهل النار النساء الوظيفة للنساء الزمان فهي فتنة الزمان,3,1,"{'0': 0.0, '1': 1.0}",train,0
498, الفسويات النسويات,3,1,"{'0': 0.33, '1': 0.67}",train,1
499,قوله ناقصات عقل ودين استنقاص مفهوم بالك وان تدركه أبدا طالما انك بلا عقل دين,3,0,"{'0': 1.0, '1': 0.0}",train,0
500,والتعميم لغة الجهلاء وكما قلت سابقا المحليات فاسدات معظمهن ربما والحل بأخد أجنبية فالصلاح مكان تتفاوت نسبه مكان لمكان الطبيعي قلت الخير الزمان يبقى موجودا فالتعميم ظلم للصالحات,3,0,"{'0': 1.0, '1': 0.0}",train,0
501,الردود الذكوريه الخارجه الأدب العام ممكن تعبرو روح النكته البذيئه اصحابكم الاستراحه اما السوشيال ميديا يقرأ بنات سيدات الالفاظ حقك خفة وقاحه تربيه شوارع فقط,3,0,"{'0': 1.0, '1': 0.0}",train,0
502,التايم كله عباره تشامبيونز والاستاذة بتتكلم النسوية ومبدأ المساواة وحرية المرأة ومصدعانه شيخه اتنيلي,3,1,"{'0': 0.33, '1': 0.67}",train,1
503,بالعكس الامعات الي مثلك وشرواك نساء صالحات عفيفات انا اعلمك لصالحك الظاهر ماعندك الا لغة السب هند القحطاني وامثالها يؤيدها فاسقات فاسدات حقيرات,3,1,"{'0': 0.0, '1': 1.0}",train,0
504,الزوج يتعامل زوجته بالقهر يستطيع كسب قلبها ولائها وسيفقد محبتها ومرحمتها ومودتها وكونها سكن ننسى نساء متمردات يصونن النعم يعشن فيتعمدن خراب بيوتهن بأيديهن,3,0,"{'0': 0.67, '1': 0.33}",train,1
505,بنات ساقطات يبحثن مال بكافة الطرق الغير شريفه ليله حضن رجل آخر ولمن يدفع ستأجرن لأهداف معينه أوقات معينه لفظن رخيصات بمعنى الكلمه,3,1,"{'0': 0.0, '1': 1.0}",train,0
506,خنبدل تسوين نسوية,3,0,"{'0': 1.0, '1': 0.0}",train,0
507,انتي وامك وقحات يارب يجرجرونكم بالمحاكم باقي برقبتك الف الناس مدري هالضمير عندك والله الفقر ياكلك اكل الناس يرجع للناس يابجيحه,3,1,"{'0': 0.0, '1': 1.0}",train,0
508,يقول ناقصات عقل يلاحقهم شارع لشارع العاقل,3,0,"{'0': 1.0, '1': 0.0}",train,0
509,لديك احمر بخصوص أدوارك فتره يتزايد العنف المرأة لطالما كانت الجرائم النساء موجوده اصبح اكثر وضوحا برامج التواصل الاجتماعي اهتم بشكل خاص المسلسلات اريد التواجد عمل يكون عنف المرأه لانه بشكل يجعلونه مبررا,3,0,"{'0': 1.0, '1': 0.0}",train,0
510,استمعت جيدا تطرق للاختلاف ذكر المذاهب الاربعه اولا ثانيا ذكره امام الحرم سافرات الوجوه يقصد الكاشفات فقط يقصد الكاشفات بالزينه الشي الآخر اختي العباد سيحاسب بالنيات حرصك تغطية الوجه يدل انك حريصه اخذ الفضل باب الحجاب,3,0,"{'0': 0.67, '1': 0.33}",train,1
511,نسويه عبده ذكور نسويه ذكوريه برأيي صارت فكر متطرف حقوق النساء ومع حقوق الرجال ومع حقوق الحيوانات وأتمنى الكل ياخذ حقوقه بشرط يتعدا لشرع الله وعدلي أسلوبك قسم بالله اصيدك,3,0,"{'0': 0.67, '1': 0.33}",train,1
512,طيب النسويه الي تتكلمين عنها الي شوهوها صلا مقصد النسويه,3,0,"{'0': 0.67, '1': 0.33}",train,1
513,يوه نفسك عشاني نسويه وضد الفكر ذكوري عبالهم كسوله زيهم ماطبخ اشتغل لنفسي فاشلين معليك منهم احب طبخ مرا وناسه,3,0,"{'0': 1.0, '1': 0.0}",train,0
514,مين قال إنها بنصف عقل تقصدي حديث الرسول افضل الصلاة والسلام فأنتي أكيد عارفه ناقصات عقل بمعني عاطفتها بتغلبها علي تفكيرها العقلاني معروفه الست بتدخل مجال بتنجح جداا,3,0,"{'0': 1.0, '1': 0.0}",train,0
515,زبدة الكلام مجرمة وبمكان نشوفها كمجرمة دخلنا النسوية بالموضوع والقانون مراح يأخذ انها امرأة بنظر الاعتبار وحيعاقبها ياليت ندخل النسوية بالموضوع واذا البوست الي ناشرته هذيك فما شفت حرف واحد انها رمت اللوم رجال وقالت اوه رجال سواها مجرمة,3,0,"{'0': 1.0, '1': 0.0}",train,0
516,نسويات ركزوا مربيات الأجيال لأن الوظيفة عجبتكم الملك بكبره يعلمكم,3,0,"{'0': 0.67, '1': 0.33}",train,1
517,المشرفات متسلطات تستقعد للمسكينه اللي ترفض وتدور عليها الزله الله يزلزل يضيق مسلمه ويشغلها بنفسها,3,1,"{'0': 0.33, '1': 0.67}",train,1
518,اقول اهجدي محد قال اني اشوف نفسي سلعه المهر الطبيعي يكون الف الى ١٠٠ الف يعني امهاتنا خواتنا رخيصات عشان مهورهم كانت عاديه اتنمى تفكرين قبل تتهجمين كانك ثور بعدين رجال صدق يوم ياخذها بسعر اقل الطبيعي يقولها ترا تزوجتك بسعر اقل العادي,3,0,"{'0': 0.67, '1': 0.33}",train,1
519,الوضع خطر النسا صارو متمردات والرجل صار يهين المراه,3,0,"{'0': 0.67, '1': 0.33}",train,1
520,ارجعي للردود يقصد انه زمن السيطره المطلقه والعبوديه واذا دخل الرجال البيت الكل يخاف وانه الان اصبح النساء متمردات,3,0,"{'0': 0.67, '1': 0.33}",train,1
521,ترا فخر لمن تقولون قحبه وهالكلام الوصخ ماتاخذون الا ذنوب مدري اهلكم ربوكم عدل بنات شوارع طيب قلتيها انا باخذ انت ليه حاشر خشمك,3,0,"{'0': 0.67, '1': 0.33}",train,1
522,الله ياخذ النسويات,3,1,"{'0': 0.0, '1': 1.0}",train,0
523,يوضح الشخص الي ياخذ الكلام الي يملى اول مايقول كانت مسالمة اقص يدي كنت مؤيد لاي حقوق النساء,3,0,"{'0': 1.0, '1': 0.0}",train,0
524,يازين الطعوس لعن الله الفسويات بالعالم ختفففوا عليكم متخلفين,3,1,"{'0': 0.0, '1': 1.0}",train,0
525,عدد باس النساء تعيينهم بمجلس الشورى المساواه الجنسين عداله اجتماعيه تصب تلاحم المجتمع دور المرأه عظيم ويجب ياخذ وضعه الطبيعي عقودا التغييب بسبب الصحوه حاربت المجتمع وعطلت عمل المرأه,3,0,"{'0': 1.0, '1': 0.0}",train,0
526,يستاهلون هالقطط طالعين متبرجات,3,1,"{'0': 0.33, '1': 0.67}",train,1
527,الله ياخذ النساء متخلفات وقالها ناصر القصبي النساء حطب جهى,3,1,"{'0': 0.0, '1': 1.0}",train,0
528,يوم الشعب يحبسلي مخي كثر خلاو حكاية الاغتصاب القتل العنف المرأة سمانة بصح مقدروش يفوتو واش قالت مونيا عليهم راني معاها 100 كلامها حكات فئة معينة جاه الكلام قدو يلبسو يوم نكره البلاد هادي كثر بيها بلي الله يجيب ضربة لكل واحد شمت,3,0,"{'0': 1.0, '1': 0.0}",train,0
529,ليه الدكتورات وقحات للان ننتظرها تشرف الزفت,3,1,"{'0': 0.33, '1': 0.67}",train,1
530,اما ناقصات دين فكل يعلم المرأة فيزيولوجيا تستطيع اكمال عبادتها مثل الرجل بمعنى الحيض يمنعها اتمام تأدية صلاتها صيامها شهر المرة القادمة قبل تتبجح بأحاجيك فهمك المنقوص لشريعة الله تعالى ... ادرسها جيدا حاول فهمها قبل طرحك لأسئلة بفهم منقوص,3,0,"{'0': 1.0, '1': 0.0}",train,0
531,الله يلعن النسويات المرة صمصوم قلبي طالعة يحسسني مظطهدات قادرات يتنفسن الظلم وهيه ممنوع نحتفل بيوم المرأة يعتبرونا مطبلين رحمن نفسكن بناتي الدنياا مستاهلة خلاااعصصص,3,1,"{'0': 0.0, '1': 1.0}",train,0
532,صدق بعدين حنا عايشين معاهم نعرف تربيتهم مانعرف حياتهم يمكن اتربت الشيء صغرها ويمكن محد يقولها غلط وعيب والخ الكل متربي كويس كلمه رخيصات اوفرر ببنده,3,0,"{'0': 1.0, '1': 0.0}",train,0
533,عندما يكون النساء محتشمات وغير متبرجات يكون اضهار للزينة عندا الرجل يغض بصره لحشمة النساء,3,1,"{'0': 0.33, '1': 0.67}",train,1
534,تبون تقسون الحريم وتخلونهن متمردات,3,0,"{'0': 1.0, '1': 0.0}",train,0
535,استيقظي غفلتك وهذا الكلام صحيح يجوز وكأنك تكذبين كلام الرسول قال رسول الله معشر النساء تصد وأكثرن الاستغفار فإني رأيتكن أهل النار استغرب اللي يأخذ بكلامك ويصدق أقوالك الكاذبة والتي صحة راجعي معلوماتك جاهلة,3,1,"{'0': 0.33, '1': 0.67}",train,1
536,انثى السلطعون السرطان تعيش بأمان واطمئنان وتحظى بالكرامة والاستقلاليه بأحضان وليها وماعندهم زينا فسويات يطالبون بإسقاط الولايه شاهد ترتمي بأحضانه يحميها اليد العابثه,3,1,"{'0': 0.0, '1': 1.0}",train,0
537,حبيبي مثقف روح مستشفى الرسول الاعظم مستشفى السان جورج وشوف اديش سافرات وبعدين تعا احكي شعب تعود عالعنصرية وادعاء انو كلاس وبيفهم بالاتيكات بيفهم ...,3,0,"{'0': 0.67, '1': 0.33}",train,1
538,عقليات الفسويات تكفير والحاد وشذوذ الله المستعان وللأسف يطبل,3,1,"{'0': 0.0, '1': 1.0}",train,0
539,تعايشنا الوضع خلص هاد صار زيادة رقم ضحايا العنف المرأة ... بهاي السنة ...,3,0,"{'0': 1.0, '1': 0.0}",train,0
540,ازوج متحررات حياكمم,3,0,"{'0': 1.0, '1': 0.0}",train,0
541,مكانة المرأة الإسلام الشيخ ابن باز الإسلام أنصفها ورفع مكانتها وكانت مظلومة الجاهلية العرب وفي اليهودية والنصرانية والإسلام رفعها وعظم شأنها وأنصفها وأعطاها حقوقها فجعلها كريمة وزوجةكريمة وبنتا مرحومة البقية,3,0,"{'0': 1.0, '1': 0.0}",train,0
542,مره تاخذينها هالجانب لان احنا مجتمعنا بشكل عام يحب يتدخل ويتلقف مثلا انا موشيعيه ياكثر الشيعيات اللي قطعوني عشان لبسي عاجبهم وان السنيات فاسدات والخ,3,0,"{'0': 1.0, '1': 0.0}",train,0
543,بنات شوارع خخلها ترفع بلاغ انتظرها الرخيصه المتعريه,3,1,"{'0': 0.0, '1': 1.0}",train,0
544,ماهو صحيح يغرك تويتر حسابات نسويات ترا بعضهن سعوديات المفترض تااخذك الحميه لبنات ديرتك ولاهله,3,0,"{'0': 1.0, '1': 0.0}",train,0
545,للاسف الاغلب متسلطات,3,1,"{'0': 0.33, '1': 0.67}",train,1
546,الاختلاط بالمدارس موجود بالصفوف الأوليه سفر المرأه محرم موجود البنات ادخلو العسكرية وكل الأشياء موجودة والحكومه سامحه قبل ماتطالبها يعني بالله الجديد وانا متأكدة طالبت بقيادة المرأة ذيك الفترة بتطلعونها فاسقه ومنحطه,3,0,"{'0': 1.0, '1': 0.0}",train,0
547,بالاول كنت معترض بشدة الان فرقت تجنيس ابناء المواطنات نسويات ومتدثرات وسيمبات وليبرالية وشذوذ وانحلال وفجور باسم الحرية الشخصية وتمادي الاسلام والطعن والتشكيك زمن الرويبضات,3,1,"{'0': 0.0, '1': 1.0}",train,0
548,يغير تفكيره ويتطور يلعن النسويات,3,1,"{'0': 0.33, '1': 0.67}",train,1
549,ليث بغداد الي الشرف بصداقة الجميع سادي عنيف اعشق المراة المطيعة والمازوخية واللي اتحب العنف والعوائل المتحررة,3,0,"{'0': 1.0, '1': 0.0}",train,0
550,ويش المشورة اللي قدمتيها إقبال سفر البنات محرم تزوبج الفتاة نفسها وتقييد ولي الامر بعدم البلاغ ابنته اذا تغيبت المنزل تسألين إقبال ولوحدك ولن احد يستطيع مساعدتك الإجابة عنك خبتي وخاب مسعاك وحمدا لله وعقبال تطردي الجامعة اهلا لذلك,3,1,"{'0': 0.33, '1': 0.67}",train,1
551,سونار الوسم ترى محد معطينهم وجه يريدوا يتدخلوا قرارات الدولة ويحاولوا يغيروا قوانينها أغلبها متمردات اللاشيء فقط تقليد الأعمى الدولة أعطت الحرية للمرأة وزيادة الحمقاء تمردت وتريد مثل الغربيات,3,1,"{'0': 0.0, '1': 1.0}",train,0
552,استاذه صانعه القائد الفرنسي نابليون بونابرت والحاكم لاوربا قال اذا اردت تسقط امم فتش المراه فاعداؤنا الخارج والداخل استخدموا الاسلوب وطبخوه نار هادئه ليجدوا ثغره لزعزعة امن بلادنا وتحقيق اهدافهم باستخدام عاطفه الانثى واولادها وفرض حقوق للبلاد الله يارب يحفظنا,3,0,"{'0': 0.67, '1': 0.33}",train,1
553,ناقصات عقل ودين ... صدق المصطفى تصلح حياتهن بغير وصي قائم عليهن يخضعن ويضبط سلوكهن وتصرفاتهن,3,1,"{'0': 0.33, '1': 0.67}",train,1
554,يخوف اليوم صرنا صايعات,3,0,"{'0': 0.67, '1': 0.33}",train,1
555,لازم ترتفع اصواتنا علشان نوضح ايش مضايقنا لازم تشوفون دموعنا علشان تصدقون انه الموضوع مأثر علينا لازم نظهر شعور علشان تدرون عندنا قلوب زيكم حجر اخترنا السكوت وصراع الذات لانه عارفين مافي بيتغير واقل نسويه اننا نحافظ ثباتنا,3,0,"{'0': 1.0, '1': 0.0}",train,0
556,تقذف بشرف النساء انهم ليبراليات وتوصفهم بالنعال وانهم اعداء دوله القذف وتقولين ليش ماتدعين عزيزتي قذفت بشرف جميع البنات وشوهت سمعتهم سياره بمبلغ وقدره وين جاء مافي هديه بسعر الضخم ويقول نفسه قيادي ومرتبته ترئ فلوس الحكومه للاستعمال الخاص,3,0,"{'0': 1.0, '1': 0.0}",train,0
557,"التناقض النسويات  الفسويات  النسويات عفن و انحطاط اجتماعي
النسويه وعي النسويه فكر منحرف",3,1,"{'0': 0.0, '1': 1.0}",train,0
558,يعني بالله شلون شلون نتخلص التسلط الذكوري احنا عبدات ذكور متسلطات اكثر الذكور,3,0,"{'0': 0.67, '1': 0.33}",train,1
559,منو لاعب بالاعدادات نسوان قتل ذبح شمر بالشط حرق زوجه قتل نفسه يجب حصر النساء الدوله,3,1,"{'0': 0.33, '1': 0.67}",train,1
560,لأننهم صاروا اوعى يعني فاسدات متخلف,3,0,"{'0': 1.0, '1': 0.0}",train,0
561,تكفرن العشير ما رأيت من ناقصات عقل ودين أذهب للب الرجل الحازم من إحداكن قلن وما نقصان ديننا وعقلنا يا رسول الله قال أليس شهادة المرأة مثل نصف شهادة الرجل ,3,1,"{'0': 0.33, '1': 0.67}",train,1
562,حسبنا الله ونعم الوكيل فيمن يريدون تشيع الفاحشه بحجه الدفاع حقوق المرأه,3,0,"{'0': 0.67, '1': 0.33}",train,1
563,معامله بالمثل الاحسان الاسائه اما معامله بالمثل الخيانه عمري سمعتها الا داشرات وناس عايشين حياتهم بدون شرف الفنادق والشاليهات بمقابل مادي تبيع شرفها,3,0,"{'0': 0.67, '1': 0.33}",train,1
564,القضاء كافة أشكال التمييز المرأة الاساس لضمان حقوق المرأة وتحقيق العدالة الاجتماعية,3,0,"{'0': 1.0, '1': 0.0}",train,0
565,وقاحتي وجرئتي وصوتي العالي استطعت النجاه رقي الأخلاق الحقيقيه سيفسدها السفله لايملكون صدق الأخلاقيات النبيله,3,0,"{'0': 1.0, '1': 0.0}",train,0
566,صدقت واللاتي يجلسن الكافيهات سافرات مسترجلات ماهن سلع رخيصة سوق النخاسة والمرأة الصالحة الحرة يستدل مكانها ويطرق باب بيتها,3,1,"{'0': 0.0, '1': 1.0}",train,0
567,التطور المرأة شريكة الرجل معترك الحياة وفي تطور عجلة التنمية كافة المجالات تقود السيارة تذهب الى مدرستها جامعتها المستشفى المصنع بناتنا شريفات وعفيفات ويعملن كافة المجالات والتي فكرها عاهر لتعهر داخل عباتك,3,0,"{'0': 1.0, '1': 0.0}",train,0
568,تابعت مسلسل ولأول مره شفت المعنى الحقيقي لقهر الرجال وكيد النساء الله يحرق كبودهم تعبت وأنا أشوفه,3,1,"{'0': 0.33, '1': 0.67}",train,1
569,وحده تتحدى الثانية أرخص وحده فينا للمعلومية الشعب السعودي عيناتك وعينات هند ماتجيب روسنا بعكس نشوفكم رخيصات اقل اكثر,3,1,"{'0': 0.0, '1': 1.0}",train,0
570,مننتقل تحديد وطائف المرأة بالحياة لتبرير العنف المرأة يمكن اقنع ولادي انو ضربني قلتلن ليه ضربني فعلا بتزع يوما تفيق وتحس انو هيدا الكائن يلي حدها خاطفا فكريا ومعنويا,3,0,"{'0': 1.0, '1': 0.0}",train,0
571,اشي بقرارات الحظر وخلافه كوم وقرار اقفال الحضانات كوم ثاني لحال يعني بكامل قواهم العقليه يعني الام وين تروح باطفالها لعاد برأيي إغلاق الحضانات يندرج تحت بند العنف المرأة لأنها جبر ترك العمل,3,0,"{'0': 1.0, '1': 0.0}",train,0
572,تصورت صورة بتنفع غلاف لمجلة محجبات حسيت لمجلة نسويات مجلة بتخص المرأة العربية مثل لمجلة سيدات بشكل عام حبيتها,3,0,"{'0': 1.0, '1': 0.0}",train,0
573,وتجي كسرة نسوية تقول انا جبت حقوقكم الملك الله يحفظه وولي عهده اللي جابوا حقوقنا,3,0,"{'0': 0.67, '1': 0.33}",train,1
574,الي سوو لايك خرفان نسويات ههه,3,1,"{'0': 0.33, '1': 0.67}",train,1
575,تجمعني متابعينك الساقطين نفسك يسبو يغلطو تأكدي انك انتي الخرفان الي لاميتهم يطبلو وراكي وقتها تاكدي انك تافهه وانا الحق علي الي اضيف بنات شوارع لاتربايه اخلاق العموم ختفووو ثنين ربوكي لانهم ربو كلب افضل,3,1,"{'0': 0.0, '1': 1.0}",train,0
576,متخصص البويضات والثاني اكتشف المرأه عندما تقود السيارة ستذهب لعشيقها والاخر تضرب المرأه بالنعال الا وجهها لانه سيعاشرها ليلا اعتقد احرجت بهذا الابداعات والانجازات اتو يأتي الاولون وكل علماء افادو البشريه بتفوقهم عليهم,3,1,"{'0': 0.33, '1': 0.67}",train,1
577,والاسلام يقول استرقوا النساء واجعلوا اعراضهم مستباحة الاب والابن والصديق يستطيع معاشرتها واذا انجبت مولود عادي المالك يأخذ الطفل ويهديه كهدية لمن يريد خلط الانساب واضح وتلاعب باالفتاوى واضح اصبح المسلم يتستعبد مسلم مثله اسلام تتحدث يارجل,3,1,"{'0': 0.33, '1': 0.67}",train,1
578,هلكونا بالهم البنات رخيصات,3,0,"{'0': 0.67, '1': 0.33}",train,1
579,متبرجات سافرات,3,1,"{'0': 0.33, '1': 0.67}",train,1
580,صرنا فاجرات الحين,3,0,"{'0': 1.0, '1': 0.0}",train,0
581,تساوي النساء الرجال يحدث الا زيادة رفاهية العصر صاروخ نووي يدمر الحضارة كفيل بأن رجع جنس لمكانته أقصد استنقاص جنس اخر فقط يرجعهم لتكميل ادوارهم اللتي خلقو,3,1,"{'0': 0.33, '1': 0.67}",train,1
582,اليك القصف ينقصه عقل وكل مرة ينزل بعقله الى مرتبة الحيوانات ناقصات دين تكليف الشعائر الدينية سقط عنها أحي انا كصلا ناقصات عقل فكير القلب يزيد تفكير الع أحيانا كالشهادة,3,0,"{'0': 1.0, '1': 0.0}",train,0
583,دقيقه دقيقه دخل المطلقات سالفه الحين ترا نساء متزوجات وخربو بيوت اخوانهم واخواتهم ماله دخل مررره ترا الحين ذنب مطلقه رقبتك وبعدين تدخل نية احد عشان نطالب بحقوقنا صارنا نبغا الافلات وكلام واذا انت تشوف الحريه صايعات اتمنى اكون صايعه واعيش حياتي,3,0,"{'0': 1.0, '1': 0.0}",train,0
584,المسلسل يبين البنات وقحات قليلات ادب بلا تربيه تحت مسمى القوه independent woman بشكل يقرف وبخصوص الحوارات هبه,3,1,"{'0': 0.33, '1': 0.67}",train,1
585,الرجل اللي ياخذ زوجته ماهو رجل الله سبحانه يقول الرجال قومون النساء وين رجولتك حرام يصنف اصناف الرجال,3,0,"{'0': 1.0, '1': 0.0}",train,0
586,صحيح بذكر استاذي الديانة كان دايما يحكي انو اغلبية اهل النار نساء لكونون محجبات ناقصات دين نمامات هالحكي الفاضي كلو,3,0,"{'0': 0.67, '1': 0.33}",train,1
587,الزمن انقلب هسه زمن النساء,3,0,"{'0': 1.0, '1': 0.0}",train,0
588,ساتر خليت الفسويات يصايحو عندك,3,1,"{'0': 0.33, '1': 0.67}",train,1
589,لبس فاسدات,3,1,"{'0': 0.0, '1': 1.0}",train,0
590,كنت النسويات الحين انا معكم واحتمال اصير ليزبيان الله ياخذ الرجال,3,0,"{'0': 1.0, '1': 0.0}",train,0
591,دايم يجي ببالي افتح لماما حساب بتويتر واخليها تتابع نسويات يشرحون النسويه بشكل واضح وبقلم ودفتر خايفه تتمسك بذكوريتها اكثر,3,0,"{'0': 1.0, '1': 0.0}",train,0
592,النسويات طلعو يطالبون باسقاط الولاية والتعري والخروج بدون محرم وهالتفاهات ويطلبون اشياء مالها داعي انا اترك اسمه نسوية انتو نسيتو دينكم ايش,3,1,"{'0': 0.33, '1': 0.67}",train,1
593,ومين قال السبب اكثر اهل النار نساء بسبب عددكم بسبب بلاويكم اغلبكم متبرجات,3,1,"{'0': 0.0, '1': 1.0}",train,0
594,ترا يلي تبي تدافع حقوق المراة بجد تكون مهي نسوية حقوق المرأة اما النسوية يلي تبي الشذوذ والتعري وادخال افكار للبنات انه الرجال سيئين وانه الدين اعطى المرأة حقوقها ويبعدونهم الدين بافكارهم وانه اهلهم مهم كويسين وانه لازم يكونوا متساويين الرجال والخ,3,1,"{'0': 0.33, '1': 0.67}",train,1
595,دليل آخر تركت المرأة لخياراتها إختلفت الإختيارات الرجال نساء السويد المتحررة اليسارية تفضل الطب علوم البيولجية الهندسة الفيزياء التخصص نساء باكستان الهند تتخصص الهندسة بسبب الضغط الإجتماعي,3,0,"{'0': 1.0, '1': 0.0}",train,0
596,الي تكون رخيصه للاسف اغلب البنات رخيصات,3,1,"{'0': 0.0, '1': 1.0}",train,0
597,ياليل التفكير السطحي الي ياخذ بكلام طفل انت عارف بيصير ليه يعيش طفولته بعدين يفكر بذي الاشياء ليه انتو مصرين التفكير والحين يعني تحشير انك تجيني باسلوب الحريه الشخصيه النسويات,3,0,"{'0': 1.0, '1': 0.0}",train,0
598,وماذا بلقيس واروى وسبا 600 الف سنه المرأة الموظفة المرأة تقود السيارة قبل البلدان المتحضرة الفنانات ملكة البرتقال انتي تعرفين شيء انك مأجورة تعملين لصالح أجندة غربيه,3,0,"{'0': 1.0, '1': 0.0}",train,0
599,معظم البنات مصر جيت تقول لوحده فيهم حفره قدامك حسبي هتقعي هتقلك انتا عايز تسيطر عليا وتمشيني برأيك وتلغي شخصيتي ناقصات عقل ودين فعلا,3,1,"{'0': 0.0, '1': 1.0}",train,0
600,بيتقب بنات سافرات بدون حجاب للعمل مؤسساته يحق التكل منع المحجبات مكان آخر هيك بكون منافق,3,0,"{'0': 1.0, '1': 0.0}",train,0
