,text,number of annotations,hard_label,soft_label,split,disagreement_lev
4235,It's getting calamitous in Florida &amp; GOP Gov DeSantis is looking like a subservient amoebalike lily-livered Trump puppet for succumbing to Tweety's pressure &amp; opening up too soon. DeSantis plans to shut the beaches for the 4th. Why the F not now? Today! <url>,5,0,"{'0': 0.8, '1': 0.2}",train,2
4236,<user> is a nightmare! Americans have awoken &amp; will not be the vehicle of hate &amp; division! The <user> choose this path!   Vote <user> He will Unite Our Country! <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
4237,"<user> If you want more of this crap, vote for crazy Joe and laughing ho: <url>",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4238,<user> <user> TRUMPS GONNA WIIIIIIIN!!!!!!!!!!!! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 #4MoreYears  #KAG2020LandslideVictory <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
4239,played them like a DAMN FIDDLE,5,0,"{'0': 0.8, '1': 0.2}",train,2
4240,<user> NO HE WASNTTTTJFJFJ IM SORRY TRUMP JUST A PIECE OF SHIT,5,1,"{'0': 0.0, '1': 1.0}",train,0
4241,I had this sick thought that what if the owners of all the old music venues in Chicago are forced to sell post Covid and they all turn into condos...hold me...,5,0,"{'0': 1.0, '1': 0.0}",train,0
4242,<user> Yes the copper was out of order and hes getting punished for it but why isn't anyone talking about what a nasty piece of work George Floyd was ?,5,0,"{'0': 0.8, '1': 0.2}",train,2
4243,Who in their right mind would take health advice for their children from this fucking slum Lord???,5,1,"{'0': 0.0, '1': 1.0}",train,0
4244,<user> <user> NO JUSTICE NO PEACE #BlackLivesMatter  #VidasNegrasImportam,5,0,"{'0': 0.8, '1': 0.2}",train,2
4245,You are killing people..... instead of helping the U.S. American people you help to aid and abet to develop plans that have no plan to assist the unemployed to sustain themselves within their households. Then you aid and abet to violate voting rights by mail in ballots....,5,0,"{'0': 0.8, '1': 0.2}",train,2
4246,<user> Under you we will be dead. Check this man for doing drugs.,5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4247,"<user> The man was impeached. He has called our military losers and suckers, he has allowed BOUNTIES on our soldiers, he has blamed the doctors for money-grubbing COVID.  How in the living hell can ANY American be okay with any of this?",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4248,<user> Hell yeah!!!,5,0,"{'0': 1.0, '1': 0.0}",train,0
4249,#BlackLivesMatter is not a marketing gimmick <user> <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
4250,"my heart breaks for these folks. kidney injuries really fucking suck  a chronic kidney disease runs in my genetic line; my immediate family had assumed a covid-19 positive diagnosis amounts to a death sentence for them, but this news is still disturbing <url>",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4251,The white cop after killing George floyd <url>,5,0,"{'0': 0.8, '1': 0.2}",train,2
4252,<user> <user> <user> <user> <user> <user> That’s the dumbest thing I’ve read all day. Trump was out of control and he set the tone. Wallace should have cut his mic.,5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4253,<user> I pray to God we get 4 more years of Donald Trump. You and your family are a national disgrace. You have committed treason and have sold America out. You are the embodiment of everything wrong with the American political class.,5,1,"{'0': 0.2, '1': 0.8}",train,2
4254,"<user> You sold this country out, #QuidProJoe",5,0,"{'0': 0.8, '1': 0.2}",train,2
4255,<user> + djt= #1 cause of death in US. <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> #TrumpLiesAmericansDie 👇🏽,5,1,"{'0': 0.2, '1': 0.8}",train,2
4256,"This is a flat out lie!Thousands are marching in cities across America calling for justice for George Floyd. <user> is a great man, don't spread such rambles!",5,0,"{'0': 1.0, '1': 0.0}",train,0
4257,"<user> Thank God for Democrats.. The GOP killed George Flyod, 127,000 Americans with Covid and is covering up for Putin who is killing our sons and daughters in Afghanistan. Shame on you!",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4258,"Atlanta has me paranoid af. When I tell you I do not want to catch COVID!! If I can get a free test every week, I will. Georgia just don’t give af!!",5,0,"{'0': 0.8, '1': 0.2}",train,2
4259,<user> <user> <user> This is a tone-deaf Trump campaign attack. He’s doing like most Americans his age are doing: staying home to avoid catching COVID.,5,0,"{'0': 0.8, '1': 0.2}",train,2
4260,all the love and support they giving George Floyd daughter😩🥺 that just made me cry i’m so happy that baby gone be able to start off life with advantages she deserves it,5,0,"{'0': 1.0, '1': 0.0}",train,0
4261,<user> <user> <user> <user> THAT IS RIDICULOUS TO BLAME THEM,5,0,"{'0': 0.8, '1': 0.2}",train,2
4262,Go girl.. Keep going.. Keep going!,5,0,"{'0': 1.0, '1': 0.0}",train,0
4263,"<user> <user> It’s a cult-plain &amp;simple/ he’s vile &amp;his entire family is corrupt~ he’s caused so much damage, hatred, even if he loses 🙏, it will take years to recover-his base is out of control with violence. Absolutely disgraceful. I don’t get it either, but <user> will work so hard💞🙏",5,0,"{'0': 0.8, '1': 0.2}",train,2
4264,<user> <user> <user> Looks more like your campaign staffer screwed up and now your trying to spin it...,5,0,"{'0': 0.8, '1': 0.2}",train,2
4265,"For Americans worried about food shortages, just visit the ‘healthy’ aisles you have never ever seen - plenty good stuff there. But yes there out of ramen noodles which contain ""a petroleum industry byproduct"" &amp; ""high in sodium, calories and saturated fat"" 🤦‍♂️ #coronavirus <url>",5,0,"{'0': 0.8, '1': 0.2}",train,2
4266,"She’ll ""mysteriously"" die from COVID.  Or ""commit suicide"" when the guards go to sleep and the cameras cut off 🙄",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4267,"I would’ve beat his ass with his bike and then stole that muhfucka, pussy ass bitch",5,1,"{'0': 0.0, '1': 1.0}",train,0
4268,You'r just regular ignorant,5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4269,"Amplify this - mask up, distance yourself, wash your hands... and if at all possible, stay the hell at home. It's for a few weeks so some of your fellow citizens can survive. #COVID19 #MaskUp #StayHome",5,0,"{'0': 0.8, '1': 0.2}",train,2
4270,"<user> <user> He's never fought for anyone except himself.  Not even you, his catamite. He'll hang you out to dry like a pair of rinsed boxers.",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4271,<user> <user> You'll die under fascist biden's rule .. we can bet on it,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4272,I cannot believe this. This is pure idolatry and evil. I’m officially scared,5,0,"{'0': 1.0, '1': 0.0}",train,0
4273,The new chant of 2020  #REVOLUTION #BlackLivesMatter #protest #LBStrong #2020Protests,5,0,"{'0': 1.0, '1': 0.0}",train,0
4274,"<user> Little late aren't you Joe.  Trump denounce white supremacy the KKK as a domestic terrorist group a week ago.  However, Liberal Supremacy refuse to denounce Antifa and your goal is to control and not protect American citizens.",5,0,"{'0': 0.8, '1': 0.2}",train,2
4275,PRESIDENT TRUMP CALLS ‘EM AS WE SEE ‘EM!  The NYT’s reports they obtained an audio of the President’s message to the not so fit Governors!  <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
4276,"Fuck. My great grandma Enriqutia got COVID. She’s 98, but a fighter. This. Year. Fuckin. Sucks.",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4277,Don't tell CNN they will say it's racist and paint corona lives matter on the street,5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4278,"This is what upsets me about Biden. He said Black drug addicts belonged in prison, and if they need help they can get it behind bars. He ruined the lives of thousands of Black people. While HIS drug addict son not only didn't go to prison he got to make millions. Fuck #JimCrowJoe",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4279,"The rest of the world yearns to get back to normal. For black people, normal is the very thing from which we yearn to be free.  <url>",5,0,"{'0': 1.0, '1': 0.0}",train,0
4280,<user> <user> Stop using <user>  election slogan,5,0,"{'0': 1.0, '1': 0.0}",train,0
4281,"Someone that tends to be wrong said, ""I don't believe there's systemic racism in the US"" - <user>  Kudlow told people to buy stocks just before the financial crisis crash, and he said #CoronaVirus was contained in February.  #BlackLivesMatter  <url>",5,0,"{'0': 1.0, '1': 0.0}",train,0
4282,"If we,#Uyghurs, say anything about this kind of people we are the racist one;while literally millions of #Uyghurs are being ""treated"" for their ""thought virus""... Not an exaggeration,if #Uyghurs are not helped soon enough,#China will exterminate ALL the #Uyghurs  #StopTheGenocide",5,0,"{'0': 0.8, '1': 0.2}",train,2
4283,"<user> <user> <user> This ""powerful"" &amp; ""strong"" message is ""strongly"" &amp; ""powerfully"" brought to you by #RacistInChief  #StandBackAndStandby",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4284,"2015/6 : ""He’s not Hitler. Look at his actions, not his tweets.""",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4285,<user>   704 New Jersey adults out of 8.94 million doesn't seem like much of a poll 🤷‍♀️ Why can't they stop with these ridiculous fake polls?  Seriously! But <user> is patting himself on the back 🙄 #COVID19 #OpenNJ #FakePolls #FakeNews,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4286,<user> Don't you owe American voters the truth on what you have done? Lying Biden?,5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4287,"The <user> continues to pack buses and pushed the white line to give social distance to their employees, but what about us? We also need social distancing &amp; safety! #COVID19",5,0,"{'0': 1.0, '1': 0.0}",train,0
4288,<user> <user> <user> Kaylie. You are a total embarrassment.,5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4289,Shut up and watch this. You should feel nothing but rage.,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4290,Nooo Obama did it,5,0,"{'0': 0.8, '1': 0.2}",train,2
4291,"The UK Govt are exporting rubber bullets, tear gas + riot shields to the US. Reports show them used against peaceful protestors and journalists.  Petition calling for the exports to be halted.  #BlackLivesMatter <url>",5,0,"{'0': 1.0, '1': 0.0}",train,0
4292,"<user> <user> Not at all.  Leftwingnuts are as bad as rightwingnuts.  The CDC lists 36 children under 15 dead from COVID-19.  Your rightwingnut Federalist said only 12.  See what I mean?  Go to the actual source, not some political interpretation, from either side.",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4293,<user> <user> <user> <user> <user> is compromised <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
4294,According to <user> #GoergeFloyd is not a martyr because he was a criminal. What did she ever say about the statures of white men who not only supported slavery but setup a government that dehumanised black people?,5,0,"{'0': 1.0, '1': 0.0}",train,0
4295,"<user> Sounds like ""Will no one rid me of this meddlesome priest?"" all over again.",5,0,"{'0': 1.0, '1': 0.0}",train,0
4296,<user> <user> <user> <user> <user> retard🚨retard🚨,5,1,"{'0': 0.0, '1': 1.0}",train,0
4297,<user> <user> Joe Biden made a joke out of The Catholic Faith.  Saying he is Catholic is an insult to Catholics.  THAT GOES FOR YOU TOO JOHNNY!,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4298,#MAGA2020  What kind of disgusting excuses for human beings are these people?,5,0,"{'0': 0.8, '1': 0.2}",train,2
4299,"""""""In public health emergencies like this, it is not the private donors' job to keep the hospitals running; the Chinese government needs to step up and make full use of its economic growth.""""   I wrote about my hometown #Wuhan for <user> Opinion <url>",5,0,"{'0': 1.0, '1': 0.0}",train,0
4300,"Whoooah, WTH <user> Have you not learned anything from <user> coverage of <user>   Hey <user> a retraction is not enough. This is defamation of your client. Already 750K views in first hour of tweet.",5,0,"{'0': 1.0, '1': 0.0}",train,0
4301,<user> Zero tolerance for this #BlackLivesMatter,5,0,"{'0': 1.0, '1': 0.0}",train,0
4302,All bullshit !!!!!!,5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4303,Some thoughts on : How Police Track Protesters for ⁦<user> #GeorgeFloydProtests #brooklynprotests #BlackLivesMattters thank you ⁦<user> and ⁦<user> for sharing!  <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
4304,"<user> <user> <user> <user> <user> No you're embarassing yourself, still wearing a mask, its difficult to stop once you change your behaviour isnt it? Cult leaders known that very well, it's how you BRAINWASH people. <url>",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4305,<user> The placeholder image was changed to the George Floyd photo. This is the default image when you post the URL with no file path. It would have updated past back links without a file path. No conspiracy here.,5,0,"{'0': 1.0, '1': 0.0}",train,0
4306,"""Per Olivia Troye former Homeland Security Advisor to Pence, Trump knew how serious COVID19 but downplayed it. Trump said """"maybe this covid thing is a good thing"""" because it gave him a reason to not """"shake hands with these disgusting people"""".  Yup Trump hates MAGAts too.""",5,0,"{'0': 0.8, '1': 0.2}",train,2
4307,"<user> Never trust someone who hates dogs, never!!",5,0,"{'0': 1.0, '1': 0.0}",train,0
4308,The only thing rotten in Minneapolis is this dumb twatwaffle!     #OmarStinks   Ilhan Omar Defends Call to Dismantle Minneapolis Police -- Department Is ‘Rotten to the Root‘ <url> via <user>,5,1,"{'0': 0.2, '1': 0.8}",train,2
4309,"SONGBIRD Official Trailer (2020) COVID Quarantine Thriller Movie HD <url> via <user>  Oh Crap, Look at the Garbage Hollyweird is pumping! Some people Will Actually Believe This!",5,0,"{'0': 0.8, '1': 0.2}",train,2
4310,Wtf is this😂😂😂😂 #BlackLivesMatter  #USARIOTS <url>,5,0,"{'0': 0.8, '1': 0.2}",train,2
4311,"<user> Bullshit. 227,000 is pulled out of your ass.",5,1,"{'0': 0.0, '1': 1.0}",train,0
4312,"#BlackLivesMatter but only when it's convenient for Democrats as the Dems keep people oppressed.  Thugs &amp; rioters burned this guy's house to the ground, destroyed everything he owned",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4313,"<user> <user> <user> I'm more than qualified to lead a community of 5,000+ diverse students not once, but twice.. definitely don't need your validation on that. I stepped into Suffolk not knowing a single thing about diversity. Today, in this moment, I'm fighting for George Floyd. Hope u do the same.",5,0,"{'0': 1.0, '1': 0.0}",train,0
4314,<user> You believe in China and Money LAUNDERING   <url>,5,0,"{'0': 0.8, '1': 0.2}",train,2
4315,What the actual f*** <url>,5,1,"{'0': 0.2, '1': 0.8}",train,2
4316,<user> .. <user>  <user> <user> George Floyd  NOT A FOOL,5,0,"{'0': 0.8, '1': 0.2}",train,2
4317,<user> Well if they're STUPID enough to VOTE for CREEPY <user> then GOOD LUCK with it I say. It Will Not Be The Same AMERICA By 2024! That's All. John.#GenX #AuessiePatriot🧐🇦🇺,5,1,"{'0': 0.0, '1': 1.0}",train,0
4318,"this gif is also me waiting for msnbc to run a segment blaming susan sarandon, nina turner and briahna joy co-pay for this mini dumpster fire. <url>",5,0,"{'0': 0.8, '1': 0.2}",train,2
4319,<user> It's not political.   It's Communist.   Be a slave. Period.,5,1,"{'0': 0.2, '1': 0.8}",train,2
4320,COVID is not spreading <user> . Quit making ignorant comments.,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4321,Idiot doesn’t wear a mask. Idiot gets COVID. Natural selection at its finest...,5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4322,Disgusting timeline. Disgusting. #blacklivesmatter #silenceisbetrayal,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4323,<user> That he WILL win and <user> won't be president. EVERYONE knows you're just a place mat for Harris to take over. It's the Harris/Biden Administration not Biden/Harris right??? You're a pathetic joke. Nice job cheating with that ear piece last night by the way.,5,1,"{'0': 0.0, '1': 1.0}",train,0
4324,"<user> <user> <user> Racism has been awaken by Trump; you white supremacy Privileged Racists! Everything going on in America is under his Watch! Trump is the most Corrupt WORST President Ever! God please Get him Out of The Oval Office! Trump Divided this Country, plus caused 225,000+ COVID-19 Deaths",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4325,<user> <user> If Trump takes a piss test the DA will confiscate it for DNA ! Go for it smart ass !,5,1,"{'0': 0.0, '1': 1.0}",train,0
4326,<user> When you say the name Kevin Cooper out of your mouth? #FreeKevinCooper You the reason he still on Death Row!,5,0,"{'0': 0.8, '1': 0.2}",train,2
4327,<user> No one gave a fuck until George Floyd was killed.......,5,1,"{'0': 0.0, '1': 1.0}",train,0
4328,"Get that fat fuck Boulton out on the front lines. I really want to see him try a ""How do you do fellow kids?""",5,1,"{'0': 0.0, '1': 1.0}",train,0
4329,"<user> <user> <user> <user>  when did you know the virus was coming? Your voters want to know. But you won't tell us so you can claim ignorance..,.and it is working....you are ignorant TRAITORS",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4330,<user> C'mon man... Get that silly putty out of your ears!! <url>,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4331,"""It’s hard to get any word in with this clown."" <user> tonight and governors across America when we tried to get <user> to show any leadership during this pandemic.",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4332,WHY WAS HE NEAR ANYONE?!?!,5,0,"{'0': 1.0, '1': 0.0}",train,0
4333,"By ignoring, and then denying a pandemic,  we’ve seen how #trumpkillsflorida <url>",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4334,"I am in the uniquely privileged position that my ileostomy surgery has basically left me isolated for over a year now, so COVID has just been something happening to other people; but if I can be inside for a year, you can do a short while.",5,0,"{'0': 1.0, '1': 0.0}",train,0
4335,"When regular folks mess up for racist behavior they get fired, ⁦<user> ⁦<user> are you going to fire him? Hes average at best and ⁦<user> is still available #BlackLivesMatter  <url>",5,0,"{'0': 1.0, '1': 0.0}",train,0
4336,<user> <user> <user> <user> <user> You already trying to impeach the new president? Dang too bad it won’t happen 😢,5,0,"{'0': 1.0, '1': 0.0}",train,0
4337,<user> That's  going to  burn your ass when he does it in his  second  term. You would even vote against it.,5,1,"{'0': 0.0, '1': 1.0}",train,0
4338,"<user> <user> Hmmmm, if I had to name a political death cult right now, maybe it'd be the one led by COVID truthers, maybe? Maybe?",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4339,"<user> <user> Irony is in WW I Over 2 yrs we lost 116,253, 63,000 of them died from Spanish flu virus 🦠 in 2 months 24 days we are reaching 100,000 COVID Virus 🦠 alone.  ""Facts Matter""",5,0,"{'0': 1.0, '1': 0.0}",train,0
4340,"#BlackLivesMatter has even reached Dawson City, Whitehorse and Yellowknife. And it's not even summer time yet haha #Canada",5,0,"{'0': 1.0, '1': 0.0}",train,0
4341,How incredibly awful  So very sorry for this young man’s family...,5,0,"{'0': 1.0, '1': 0.0}",train,0
4342,<user> <user> <user> The Obama-Biden administration supported the Saudi aggression against the Yamani people,5,0,"{'0': 1.0, '1': 0.0}",train,0
4343,Sign If you haven't already x  Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! <url> via <user>,5,0,"{'0': 1.0, '1': 0.0}",train,0
4344,Goodbye Black Pete!  <url>,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4345,"I read Baldwin as an MS2 at the 2014 die-in after the lack of indictments following the #EricGarner and #mikebrown murders. I'm an 8th year now. Still, we can't breathe. #georgefloyd #toomanyhashtags #AmINext  #WC4BL #blacklivesmatter #blackmedtwitter <url>",5,0,"{'0': 1.0, '1': 0.0}",train,0
4346,<user> <user> Lucky the video was for a few seconds. Such an ugly act.,5,0,"{'0': 1.0, '1': 0.0}",train,0
4347,ON GOD???????????,5,0,"{'0': 1.0, '1': 0.0}",train,0
4348,The school district my daycare services is making a decision at noon about if they'll be closing due to COVID-19. At least one Utah district has already announced closure. I'd be lying if I said I wasn't Poverty Anxiety Spiraling &amp; Worse Case Scenario-ing it.,5,0,"{'0': 1.0, '1': 0.0}",train,0
4349,"<user> <user> We live in a Republic and y'all voted for a guy that sniffs and gripes children on tape. Say whatever y'all want about Trump, but children are off limits.. 🤮🤮",5,0,"{'0': 0.8, '1': 0.2}",train,2
4350,<user> Be patriotic and admit your treason to this country.,5,0,"{'0': 1.0, '1': 0.0}",train,0
4351,"So, <user> is trying to blackmail the American people.",5,0,"{'0': 0.8, '1': 0.2}",train,2
4352,<user> If <user> is president China will own us!!!,5,0,"{'0': 0.8, '1': 0.2}",train,2
4353,"<user> This is why I can see Trump lying about having COVID. He's crazy but not stupid, however not logical. Him having COVID would affect his precious stock market but it is clever distraction from everything you said and more.",5,0,"{'0': 0.8, '1': 0.2}",train,2
4354,The most corrupt AG in American history scales new heights <url> via <user>,5,0,"{'0': 0.8, '1': 0.2}",train,2
4355,"hello!   i made a curious cat account if anyone would like to send me anonymous messages 😆  feel free to ask questions, give me suggestions, or confess ur love 🤪  any sort of hate messages will not be answered    <url>",5,0,"{'0': 1.0, '1': 0.0}",train,0
4356,#Anonymous hey can u find out what the government is hiding in Area 51 plz!! <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
4357,"In a series of tweets, Trump called Stacey Abrams ""Shamu,"" mocked Nancy Pelosi, and called Hillary Clinton a ""skank."" Trump also revived a debunked conspiracy theory that  Joe Scarborough killed his intern, and claimed, without evidence, that mail-in voting results in voter fraud <url>",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4358,"<user> <user> Nearly 70 percent of the state’s coronavirus-related deaths — 2,896 of 4,218 — are connected to nursing home facilities.  All her’s and Governor Wolf’s stupid policies.",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4359,<user> <user> It was true true true! All you've Democrats do is lie.,5,1,"{'0': 0.2, '1': 0.8}",train,2
4360,<user> You are winning 🤩🤩,5,0,"{'0': 1.0, '1': 0.0}",train,0
4361,"We are grateful to live in a community full of generous, caring individuals. These local businesses have supported us throughout the COVID-19 pandemic in various ways.  If you’re thinking of spending your dollars locally this weekend, consider shopping with these local retailers! <url>",5,0,"{'0': 1.0, '1': 0.0}",train,0
4362,"✊🏿Great Interview of a 'White' American who ""Gets it."" #EndPoliceBrutality #StopRacismNow #BlackLivesMatter ✌🏼✌🏾✌🏿  *We need more of these guys in the world.               ⬇️",5,0,"{'0': 1.0, '1': 0.0}",train,0
4363,someone died like 5 min away from my house bc of coronavirus and it’s the first death in my country and im kinda freaking out but that’s fine  <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
4364,<user> <user> It was the cutest thing ever!! My grandmother is so excited!,5,0,"{'0': 1.0, '1': 0.0}",train,0
4365,talk yo shit,5,1,"{'0': 0.0, '1': 1.0}",train,0
4366,"<user> <user> You’re a fool, but thank you...nothing better than you making the hole bigger in a sinking ship. #BlackLivesMatter #bunkerboy #trumpsucks",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4367,"'Fake news' will also also come into play. I wonder what he would do if Covid-19 hits home, his home. Will he deny or have a press conference to blame it on the Democrats. Karma is a bitch you know.",5,0,"{'0': 0.8, '1': 0.2}",train,2
4368,"just got tested for covid at work today and i think i honestly might press charges... my nose is so violated, you nurses are sadists...",5,0,"{'0': 0.8, '1': 0.2}",train,2
4369,<user> I’m donating all profits from sales of this face mask to African American and Indigenous Australian Charities. #AboriginalLivesMatter #BlackLivesMatter   <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
4370,<user> What is he trying too do? Is it his way of blaming China for COVID19 and this is all his little mind could come up with?,5,0,"{'0': 0.8, '1': 0.2}",train,2
4371,<user> <user> Here’s something for you to boycott <url>,5,0,"{'0': 0.8, '1': 0.2}",train,2
4372,<user> <user> <user> Crazy is back.  If you take advantage of the tax laws and are continually audited by the IRS how is that tax fraud?  It’s simpletons like you that don’t ask Joe the tough questions on how his family amassed a fortune when they have  no skill or talent to do so that is sick.,5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4373,<user> <user> You’re not a Brit.,5,0,"{'0': 1.0, '1': 0.0}",train,0
4374,bombs that were planted by Racist Not a new tactic. The Protestors and Community aren't lying. And I honestly don't know if it's Racists or Cops or both. #BlackLivesMatter,5,0,"{'0': 1.0, '1': 0.0}",train,0
4375,New #mask Collections😷 AWESOME Designs🔥 💵PURCHASE👉Link in BIO👈 FOLLOW ME👍for Exclusive Offers #Masks #MaskOn #COVID19 #COVID #Covidioten #Covid_19 #Coronademo #CoronaVirusDE #CoronavirusPandemic #LGBTQIbaes #LGBT #LGBTQinSTEM #CoronaOutbreak #Coronacrisis #UnitedStates <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
4376,Does anyone know what is the UK version of the ACLU is? #BlackLivesMatter #BlackInTheIvory #DecolonisetheCurriculum,5,0,"{'0': 1.0, '1': 0.0}",train,0
4377,"Anyone still trying to say that the cops haven't gone corrupt heres your proof.... literally put the weapon down and forced the man's hand onto it to get the right to beat him...I'm done, the justice system is corrupt im so disgusted right now #BlackLivesMatter #PoliceBrutality",5,0,"{'0': 1.0, '1': 0.0}",train,0
4378,"<user> <user> <user> She's made history. What have you made, except for stupid comments?",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4379,<user> <user> <user> Oh that old pic? No....this thug that hasn’t uttered the word BLM and spoke ill of George Floyd—and sent the military to gas peaceful protesters—that one! <url>,5,1,"{'0': 0.2, '1': 0.8}",train,2
4380,"If you don't think that is this <user> calling white supremacist to join in, what do you think he's doing? Holding hands with #BlackLivesMatter?",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4381,<user> <user> <user> <user> Lol sorry i cant joke like u im not from around as you see. But i just wonder why they asked kindly to stop calling them daddy  and also i dont think anonymous are here for jokes or anything like that it’s sad this generation has no limits cause u have to know jokes have limits,5,0,"{'0': 1.0, '1': 0.0}",train,0
4382,"<user> It is proven to do nothing, we THE PEOPLE who aren’t confused and deranged Democrats are DONE. FUCK YOUR MASK AND YOUR FEELINGS",5,1,"{'0': 0.0, '1': 1.0}",train,0
4383,"Chris Hayes slammed the GOP, ripping the Republican Party as ""intellectually bankrupt"" and ""entirely unable to meet the moment"" amid the coronavirus pandemic. <url> via <user>",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4384,"YALL I DID IT. I added all of their stupid ""talking points"" onto this. #BlackLivesMatter <url>",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4385,<user> Joe go to bed!! Its embarrassing that ya family is still allowing you to make a fool of yourself.,5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4386,<user> Special place in hell for idiots like you. You should be ashamed hash tagging #blacklivesmatter on a post like this. POS,5,1,"{'0': 0.0, '1': 1.0}",train,0
4387,"<user> <user> <user> <user> <user> What’s funny is, the liberals in all of those encounters are the instigating aggressors to the situation. Same thing w Kyle rittenhouse, the guy has a gun but you’re gonna instigate and try to start a fight w him and expect to not get shot? Use some logic for once liberals",5,1,"{'0': 0.4, '1': 0.6000000000000001}",train,1
4388,Horrible! 😡😢😢 <url>,5,0,"{'0': 1.0, '1': 0.0}",train,0
4389,trump has gone George Costanza again... <url>,5,0,"{'0': 0.8, '1': 0.2}",train,2
4390,"The only way Trump will ever ""Make America Great Again"" is if he loses the election and gets his ass booted out of the Whitehouse.  #USElection2020Live  #USElection2020  #Elections2020",5,0,"{'0': 0.8, '1': 0.2}",train,2
4391,"<user> <user> <user> <user> ""There are some very fine people on both sides.""  You're such a hack.",5,1,"{'0': 0.2, '1': 0.8}",train,2
4392,<user> <user> Fred you really are shit for brains aren’t you,5,1,"{'0': 0.0, '1': 1.0}",train,0
4393,"<user> <user> #trumpsicko  225,985 Americans dead, 225,985 Americans dead, 225,985 Americans dead, 225,985 Americans dead, 225,985 Americans dead, 225,985 Americans dead, 225,985 Americans dead, 225,985 Americans dead, 225,985 Americans dead, 225,985 Americans dead, 225,985 Americans dead",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
4394,WTF IS WAS BY DONATIONS?!?!! WHAT THE ACTUAL FUCK IS WRONG WITH THESE PEOPLE,5,1,"{'0': 0.0, '1': 1.0}",train,0
4395,"<user> is killing us, intentionally.",5,0,"{'0': 0.6000000000000001, '1': 0.4}",train,1
