,text,number of annotations,hard_label,soft_label,split,disagreement_lev
373,"Well #Brexit looks like #Remain will ""win"" and by win I mean enjoy the continued Muslim invasion, sharia enforcement. Idiots.",6,0,"{'0': 0.67, '1': 0.33}",train,2
374,One welcome side effect of #Brexit is we could now limit cheap foreign football imports &amp; give British players greater opportunity,6,0,"{'0': 1.0, '1': 0.0}",train,0
375,he protects tells media hide Idaho girl’s sex assault by Muslim migrants <url>  via <user> <url>,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
376,"<user> 
#Orlando #BREXIT

""Islamic expert"" <user> Islam is peaceful !
Muslims Say Otherwise! <url>",6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
377,One serious #Brexit post re football. We no longer HAVE to allow anyone from EU into our clubs. Put a standard/limit on foreigners &amp; (1/2),6,0,"{'0': 1.0, '1': 0.0}",train,0
378,Bloody foreigners coming here &amp; taking our jobs though! #Brexit  <url>,6,0,"{'0': 0.5, '1': 0.5}",train,1
379,ITV news; Immigration was a big issue in the #Brexit referendum for a lot of people . <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
380,okay so y'all keep saying #Brexit is driven by racism and anti-immigrant sentiment. that's some what true.,6,0,"{'0': 1.0, '1': 0.0}",train,0
381,A victory for a small minded agenda blaming foreigners for all our problems which is what Farage stands for. <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
382,Crabb: I want to build trust and clarity with the British people. Controlling immigration will be a red line in our #Brexit negoitations.,6,0,"{'0': 1.0, '1': 0.0}",train,0
383,Horrible but predictable that #Brexit has stirred and encouraged anti immigrant / racist tendencies. #Solidarity <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
384,Some tips on stemming racism and anti-immigrant momentum <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
385,RT <user>: After #Brexit is it time of migration for #datacenter from #UK to #Europe #Italy ? #aws #softlayer #Aruba #Retelit #Fujitsu…,6,0,"{'0': 1.0, '1': 0.0}",train,0
386,"Verhofstadt says there is no need, though, to accept Leave campaign lies: on £350m, on Turkey, on immigration #Brexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
387,<user> you are an alien on foreign land people who voted out don't like YOU I never mentioned skin i'm defending aliens like you #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
388,#Brexit - If there been political forces create instability Europe historical refugee crisis and war. 26/6 remarkably successful :(,6,0,"{'0': 1.0, '1': 0.0}",train,0
389,National Front in Newcastle this afternoon. Legacy of the Leave campaign's anti immigration stance is kicking in <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
390,"Can y'all stop with these fake nigger Twitter bots following me, it's ruining my image #feminism #brexit #maga #blacklivesmatter #altright",6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
391,And if that happens guess I'll have to self deport back to Mexico <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
392,You see this woman? Every time they photograph her she's doing the Globalist pyramid sign:Mrs Muslim loving Hitler <url>,6,1,"{'0': 0.5, '1': 0.5}",train,1
393,"Unreal. Now ""leave"" says foreign labor can move btw countries. More lies &amp; it's less than 48 hrs. #brexit <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
394,"Next time you see a Briton telling a refugee he should have stayed/fought to make things better instead of running, remind them of #Brexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
395,"""On subject of #Brexit, Donald Trump, esp in Scotland, once again proves that he barely sees through foreign policy"" <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
396,#Brexit Bring the refugees over here; send the economic migrants to German/Poland/Belgium <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
397,"<user> EU has got nothing to do with Muslim refugees, wake up, Syria is not in EU. #Brexit #Remain",6,0,"{'0': 1.0, '1': 0.0}",train,0
398,"I knew all along that the leavers succeed for #Brexit was all about immigration! Hey u, foreigners get out! <url>",6,1,"{'0': 0.5, '1': 0.5}",train,1
399,Imagine ur public totally disarmed &amp; foreign govt decides how immigrants enter your country w #radicalislamicterrorism . #Brexit,6,0,"{'0': 0.67, '1': 0.33}",train,2
400,UK Gives Obama &amp; Islam A Big ‘F**K YOU!’ – Votes To LEAVE The EU &amp; Muslim Terror Refugees – #BREXIT <url>,6,1,"{'0': 0.33, '1': 0.67}",train,2
401,A terrorist in her town is not appreciated. No one came to greet me. I have done my vote #Brexit <url>,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
402,Xenophobia has never been too far from the surface in England. Feels like the disdain of Jonny foreigner has won &amp; logic has lost #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
403,This is late but #Brexit was smart. Less immigration and less taxes and less globalation rule. Can someone tell me what's so bad about it??,6,0,"{'0': 1.0, '1': 0.0}",train,0
404,#brexit - Common Purpose Nicola Sturgeon declares 'common cause' compact of treason with muslim mayor of London... <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
405,"""More than anything, #Brexit was about all things foreign and small mindedness won"" 
<url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
406,RT <user>: God Saved The Queen &amp; Britain from Islam tonight! #Brexit <url>,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
407,"Just like when Obama failed to install the Muslim brotherhood in Egypt, so now too he failed to sabotage Great Britain  #Brexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
408,Although immigration a motivator. It was *always about self determination. The majority cannot be dictated to by another country. #brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
409,"Poor old Dan Hannan having to claim that no, actually, we never promised we'd cut immigration at all, honest <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
410,Incredible that a nation would vote for its ruin to deny a few foreigners a safe haven.  #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
411,<user> seems that the #Brexit camp was right after all: foreigners are pooring through our national defenses like it's a Swiss cheese.,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
412,"That fathers, sons, uncles, &amp; brothers didn't sort out these muslim rapists with ax handles &amp; cricket bats shocks me <url>",6,1,"{'0': 0.17, '1': 0.8300000000000001}",train,2
413,Welcome British Refugees #brexit #EUref <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
414,"What ""benefits""? Muslim invasion &amp; sharia? ? Loss of sovereignty to unelected bureaucRATS in Brussels? #Brexit <url>",6,1,"{'0': 0.5, '1': 0.5}",train,1
415,Alice Thomson: Brexit will do nothing to curb immigration <user> #Brexit <url> <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
416,#Brexit #EURefResults Brexit live: 'sad' Cameron says EU must deal with immigration concerns - The Guardian <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
417,RT <user>: The horrific truth about migration &amp; open borders the media won't show. Watch &amp; Share. #EU #Brexit #Nexit #Daxit  <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
418,".<user> 

We'll get exactly the same immigration system. 

#Brexit told a lie. Gullible fell for it. 

<user> <user>",6,0,"{'0': 1.0, '1': 0.0}",train,0
419,"Wow, congratulations Britain, you really showed those refugees who the boss is. Have fun with economic bankruptcy. #Brexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
420,RT <user>: Not true koran &gt;&gt;root say invade via migration.#brexit #MAGA #DC <user> <user> <user> <user> h…,6,0,"{'0': 0.5, '1': 0.5}",train,1
421,"Cameron, Blair, the media, have to take blame for years of anti immigrant hysteria, islamophobia xenophobia leading to #brexit vote",6,0,"{'0': 1.0, '1': 0.0}",train,0
422,"So if they're not racists, what do we call the utter degenerates who voted leave because they ""don't like foreign people""? Morons? #Brexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
423,<user> still gonna get immigration 👀 <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
424,BREAKING: students feel betrayed when actual adults with actual jobs vote against foreign socialism #Brexit <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
425,Time to join #BrExit and #RetireMcCain paving way for the #McExit. Foreign policies failures of #ISISMcCain #AZSen <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
426,<user> him and anjem choudary what a joke as a muslim and a brit i think we should vote leave #Brexit,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
427,If Iceland beats Eng will they ban Led Zeps immigrant song from being played on British radio?. #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
428,When the Dust Settles: Migration Policy after Brexit <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
429,Paul Nuttall is lying if he tells u that controlled immigration will b a consequence of #brexit esp if we remain part of single mket #bbcqt,6,0,"{'0': 1.0, '1': 0.0}",train,0
430,Finally refugees in EU might go to UK. Declined refugee status in EU is nothing in UK soon. Geneva agreement allows to apply to UK. #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
431,"The good news is...
The immigrant blaming will have to end. 
#Brexit 
#EUref 
#EURefResults 
#EUREFERENDUM",6,0,"{'0': 1.0, '1': 0.0}",train,0
432,#BBC put it across the globe that London had Britain's 1st muslim mayor - that was the last straw  <url>,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
433,Selena is officially an immigrant  <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
434,meaning ISLAM rules the world <url>,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
435,"Once that refugee cartoon was published, #Brexit ceased to be about ""sovereignty"" and became all about bigotry. True colours.",6,0,"{'0': 1.0, '1': 0.0}",train,0
436,Thank you #Brexit a life-changing vot e in the name of immigration panic. Seems legit. 🙌🏻🇪🇺🙌🏻 <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
437,"Those who colonise =1 set of people
Those who experience the effects of immigration =another set of ppl
No hypocracy <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
438,The EU does have difficult policies especially in the immigration #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
439,"Politicians, if you don't want people to vote against immigration then stop turning immigrants into scapegoats for everything #EUref #Brexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
440,<user> CONGRATULATIONS! Britain is a great country &amp; does not need the EU parasites &amp; their Muslim invasion. #Brexit,6,0,"{'0': 0.67, '1': 0.33}",train,2
441,"100's terror plots stopped in U.S. – mostly #Moslem refugees

<url>
★#MyJihad Islam #Brexit Handwara Uma Bharti #tcot BJP",6,0,"{'0': 0.67, '1': 0.33}",train,2
442,Codes}Diversity LGBTQT SaveClimate Coal Oil Syrians Muslims Refugees Booze Pot.BeyondBrazen&amp;Didn'tLoseAStep#Brexit O.C.#Ableg #Yeg CNN NBC{{,6,0,"{'0': 1.0, '1': 0.0}",train,0
443,Vonnegut gets it right. To anyone who voted #Brexit among concerns over migration control: <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
444,Right now I have this compulsion to hug any immigrant I can find and tell them that we need them to stay. #notinmyname you fascists #brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
445,"In retrospect, this should probably have mentioned terrorist in it somewhere #brexit #notinmyname <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
446,"<user> The ISLAMIC TERRORISM CoverUP for ESTABLISHMENT GLOBALIST HACKS WALLST CLINTON/POTUS
Follow #BREXIT &amp; #LEAVE <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
447,<user> THIS is why #Brexit was so important and the right decision! Foreign investment will rise with Britain in control. #LeaveWins,6,0,"{'0': 1.0, '1': 0.0}",train,0
448,<user> no way. Muslim clerics must definitely go to Mecca hell! Viva #Brexit!,6,1,"{'0': 0.17, '1': 0.8300000000000001}",train,2
449,Found the #brexit leave-side's immigration research tape. 🙄 South Park - They took our jobs <url>,6,0,"{'0': 0.67, '1': 0.33}",train,2
450,Wow. Puts the anti-immigrant flavour of #Brexit in perspective. #EUref <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
451,"Suddenly ""minor"" things like the ongoing refugee and migrant crisis take the backstage.. #brexit #EUref  <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
452,"It's strange to be gone &amp; return to: a sit-in, some major SCOTUS rulings on immigration &amp; affirmative action, &amp; the whole #Brexit disaster/",6,0,"{'0': 1.0, '1': 0.0}",train,0
453,So how many people suffered this misunderstanding? How many voted for immigration reduction? #BrexitLies <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
454,"#Brexit 1. No £350m p/w to NHS 2. No reduction in immigration 3. No leaving the EU. Wtf was the point of this decisive, lying campaign?",6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
455,Just met a Muslim outside (just moved in) when I asked about the vote he said (own words) GET OUT THE NASTIES ARE FOLLOWING. True. #BREXIT,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
456,Trying to be hopeful after #brexit  <user> but dreading what happens when that lot realise they won't get immigration reform they want.,6,0,"{'0': 1.0, '1': 0.0}",train,0
457,"A muslim Mayor of London? What!? This PC Sickness has become a pandemic. England turning into ""Little Asia."" <url>",6,0,"{'0': 0.5, '1': 0.5}",train,1
458,The #Brexit backtracking begins. EU Immigration will be largely unchanged post exit <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
459,Britain's new foreign policy. It took 43 years to get there. #Brexit #EUreferendum #yesminister <url> via <user>,6,0,"{'0': 1.0, '1': 0.0}",train,0
460,Not all foreign people who wants to go to the uk have bad intentions. Improve your law. The #Brexit isn't gonna help your economy. 👋🏼,6,0,"{'0': 1.0, '1': 0.0}",train,0
461,"Us, foreigners better stop complain and start respect a country's decision. Non of our business. #Brexit #respectdemocracy #PeoplesVoices",6,0,"{'0': 1.0, '1': 0.0}",train,0
462,Bad take. I think a country can be independent with rules on immigration without being xenophobic.  <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
463,Wait. You're telling me that nearly half of England wants to be ruled by a foreign power? #Brexit,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
464,Easier immigration for Commonwealth citizens? #Australians like us who have abode in EU easier to work across both.  <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
465,#Brexit wild idea but why not let foreign govs pay for their people abroad.,6,0,"{'0': 1.0, '1': 0.0}",train,0
466,"(((Peter Sutherland))), UN migration chief, wants to reverse the #Brexit referendum. <url>",6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
467,And here it is in English. Actual tweet from the German Foreign Office #Brexit #LAD <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
468,RT <user>: <user> The elites control their economy and they will seek revenge by using economic terrorism to force them back into the…,6,0,"{'0': 1.0, '1': 0.0}",train,0
469,"Cabinet minister Nicky Morgan slams Boris Johnson's 'nasty &amp; mean-spirited' immigration warnings

#VoteIN #Brexit

<url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
470,"Was  this an Anti-Immigrant vote or an Anti-EU vote? And, how much influence  did London electing a Muslim Mayor have on the #Brexit vote?",6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
471,"It's what 'Remain' feared - the 'Brexit' racism and anti-immigration reactions in the UK

<user> <user>  <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
472,Unvetted refugees pouring into Europe was the main reason for UK #Brexit. <user> wants a 550% increase in refugees! NO!! #Trump2016,6,0,"{'0': 0.67, '1': 0.33}",train,2
473,"“If you legitimise anti-immigration prejudice, you can’t be surprised when it sticks” – <user> <url> #Brexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
474,The EU are having a service for Jo cox birthday I wasn't aware they had one for Paris or Brussels victims of terrorism #Brexit #EUref,6,0,"{'0': 1.0, '1': 0.0}",train,0
475,#Brexit another blow 2 EU already reeling from € &amp; migrant crises. Watch for further strains in EU as bonding glue weakens further. #EUref,6,0,"{'0': 1.0, '1': 0.0}",train,0
476,#iVoted #VoteLeave because the jihadi endorsing terrorist sympathisers are begging us to #Remain. #EUref #Brexit <url>,6,0,"{'0': 0.5, '1': 0.5}",train,1
477,Who's backtracking? We want immigration (need it). We simply wanted to control num &amp; quality #BrexitVote #Brexit  <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
478,<user> foreign policy experts weigh in on #Brexit vote <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
479,Why immigration pushed Britons to Brexit: <url> vía <user> Muy buen articulo para entender #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
480,Bloody foreigners causing a spike in racist hate crimes #WTFexit <url>,6,0,"{'0': 0.5, '1': 0.5}",train,1
481,"#Brexit will impact so many different things stock market, trade, employment, immigration etc
Thursday is a big day <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
482,EU now looking precarious. Massive wake up call on immigration for everyone. The nation speaks #Brexit #Remain,6,0,"{'0': 1.0, '1': 0.0}",train,0
483,"Goodbye to peaceful, innocent refugees                        #BrexitInFiveWords  #Brexit #Leave #MAGA #Trump <url>",6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
484,The EU is going to collapse under its own weight. EU will become Weimar with a Muslim invasion raping and pillaging the wreckage. #brexit,6,1,"{'0': 0.33, '1': 0.67}",train,2
485,Hopefully now a country with a military the size of #nypd will cease encouraging foreign adventures of neoconservative Americans. #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
486,RT <user>: The U.K. Must ban Islam and close all mosques! <url>,6,1,"{'0': 0.0, '1': 1.0}",train,0
487,"#Brexit isn't the only nation with anti-immigrant sentiments! #SCOTUS also made their mark yesterday.
<url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
488,"Let's just deport #Trump to the U.K. &amp; they can build a wall and be done with it. Might not let Trump's weave in tho, too ""foreign"" #Brexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
489,"<user> UK could redirect £Bns of its Foreign Aid it sends to corrupt countries, back into 'Northern Power House' for UK contracts. #Brexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
490,<user> WOULDN'T MEAN MUSLIM RAPISTS ARE MOSTLY YOUNG WOULD IT? <url> #Brexit,6,1,"{'0': 0.5, '1': 0.5}",train,1
491,"#Brexit

England Voted Against a Strange Union of Billionaires and Muslim jihadis / Mujahideen mullahs / ISI Imams

<url>",6,0,"{'0': 0.5, '1': 0.5}",train,1
492,Yesssssss no more foreigners we've got our country back! #Brexit,6,0,"{'0': 0.67, '1': 0.33}",train,2
493,<user> <user> ISLAM is not a race- wanting freedom &amp; borders &amp; sovereignty isn't Xenophobic #Trump #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
494,Didn't the Nazis use to say it &amp; Britain received Polish immigrant pilots who fought in Battle of Britain? #Brexit <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
495,"A true shame for a country that once embraced foreigners like me:Post-#Brexit,it’s become OK to be racist in Britain-<url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
496,RT <user>: Foreign Minister <user> discusses implications of #Brexit. Read full interview: <url> <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
497,"<user> #Brexit ""Polls may have been underrepresented-people wanting to leave due to shaming""
Not me, I want illegals out &amp; no illegals in!",6,1,"{'0': 0.33, '1': 0.67}",train,2
498,RT <user>: Muslim Propaganda and the Islamization of Britain  #Brexit <url>,6,1,"{'0': 0.5, '1': 0.5}",train,1
499,#Swexit #refugeeswelcome?!Sweden:Migration Board 2 stop deportation of 'public' MUSLIM rapist <url> #rapefugees #Brexit,6,1,"{'0': 0.33, '1': 0.67}",train,2
500,"I reject:

- racism is about education
- #Brexit is about lack of education
- differing views on immigration equate to racism",6,0,"{'0': 1.0, '1': 0.0}",train,0
501,Would it be safe for foreigners to visit England as tourist during the #Brexit  turmoil? #BrexitRacism,6,0,"{'0': 1.0, '1': 0.0}",train,0
502,#oreillyfactor #brexit the UK is the first to actually stand against the immigration of radical Islam ! Now will Americans wake up? #Trump,6,0,"{'0': 0.67, '1': 0.33}",train,2
503,Hardly. Am Irish and celebrate #brexit as throwing off the shackles of an unaccountable foreign based administration <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
504,Spain to seek co-sovereignty on Gibraltar after #Brexit: Acting Foreign Minister <url> <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
505,#VisitBritainBecause thousands of peaceful refugees can't be wrong. #MAGA #Brexit #Trump #BritainAdrift <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
506,"#Saudi plans mass muslim invasion via EU if #VoteRemain wins!! Save #UK Save the Queen Save Western Society and #VoteLeave 
#Brexit",6,0,"{'0': 0.67, '1': 0.33}",train,2
507,Yvette wants immigration reform. Are the #Remain lot going to call her a racist  #c4debateb #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
508,<user> The biggest lie came from Cameron re Turkey's 88m mainly Muslim people joining the EU  <url> #brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
509,<user> but why waste an opportunity to pander to the anti-immigrant savages #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
510,C Meyer asks for more £ 4 Foreign Office 2fund intern'l initiatives &amp; larger embassies; even higher taxes :) <url> #BRexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
511,"<user> <user> We have to thank London, voting a muslim as Major opened so many eyes helping #brexit against the cultural suicide",6,0,"{'0': 1.0, '1': 0.0}",train,0
512,<user> Wanting no foreign workers AT ALL is an unrealistic expectation to have and i'm sure the majority #brexit voters know this...,6,0,"{'0': 1.0, '1': 0.0}",train,0
513,"ITV: It's all down to immigration, right?
Expert woman: Yeah, it's down to immigration and a thousand other things.
#EUref #Brexit #Fail",6,0,"{'0': 1.0, '1': 0.0}",train,0
514,When the German Foreign Office has the best one-liner THEN you know there's too much change in one day. #Brexit <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
515,#ENGAUS If we had an Australian style points system for foreigners we wouldn't have just 'whitewashed' them in the rugby #Brexit #Remain,6,0,"{'0': 1.0, '1': 0.0}",train,0
516,"#JeremyCorbyn ran a reluctant REMAIN campaign cause he is PRO MORE IMMIGRATION ! He even suggested a Special Migrant Fund !
#Brexit
#Jexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
517,<user> #Brexit there foreign bank accounts these paki politicians are becoming embarrassing 4 local communities that do they run paki or E,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
518,"This is why Sweden declares migrant Muslim men up to age 40 to be ""children."" No, I'm not kidding. <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
519,"Richard Walton Ex Police Counter Terrorism ""EU irrelevant in terms of our counter terrorism endeavour"".

Another nail in Stay Coffin #Brexit",6,0,"{'0': 1.0, '1': 0.0}",train,0
520,Whom Bells Toll for #Brexit drawbridge seems like tragicomic disregard of global migration realities.,6,0,"{'0': 1.0, '1': 0.0}",train,0
521,Ironically many against white East Euros while UKPol now say vote may increase immigration from Asia (curry workers) <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
522,#Brexit Even as Barack Hussein Obama along w/other Muslim potentates/Imams preached 4 UK 2 #Remain ..Brits got it right! #ccot #pjnet #tcot,6,0,"{'0': 0.67, '1': 0.33}",train,2
523,Thoughts on BREXIT and the Muslim Community. #euref #BREXIT <user> <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
524,"We all know that obummer is a FKing idiot, community organizer, what more can we expect from him. Muslim born @ bred <url>",6,1,"{'0': 0.33, '1': 0.67}",train,2
525,"This has an important point. The settlement on migration needs to receive a 'yes' from the country, in some detail. <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
526,British pound the lowest in 30 years. They invaded Muslim lands but This will be the beginning of Economic crash #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
527,You may see mass migration of young Brits from UK to Australia. The 10 pound pom is back! <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
528,"The sad reality of #Brexit. Some didn't vote against shitty economics, they just voted foreigners out. <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
529,"51% : 49 % #Brexit
Your Opa and Oma hate foreigners so much, yes?
Feel very bad for you Lads &amp; Lasses",6,0,"{'0': 1.0, '1': 0.0}",train,0
530,Speaking to <user> who is live from London - he said people were persuaded by the issue of immigration in the #BREXIT vote,6,0,"{'0': 1.0, '1': 0.0}",train,0
531,"Whilst EU do meddle too much in our affairs and immigration needs sorting, can't help thinking #brexit will ruin our country. #worried",6,0,"{'0': 1.0, '1': 0.0}",train,0
532,simple Anglo-American Jurisprudence: foreign governmental bodies are without jurisdiction over the people #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
533,#Brexit = ur racist grandpa not knowing how to talk to ur Muslim friend at bbq &amp; then going inside to watch golf instead.,6,0,"{'0': 1.0, '1': 0.0}",train,0
534,"Yeap as the market continues to tank, &amp; that was from foreign election if DT get elected the market will be crash  <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
535,If #Brexit happens does that mean #LiverpoolFC has to give up Jurgen Klopp? Some foreign labor is needed in UK. #morningjoe,6,0,"{'0': 1.0, '1': 0.0}",train,0
536,"Update June-29-16
 #Brexit #Europe #BrexitVote #VoteLeave
don't forget Islam religion of peace.... <url>",6,0,"{'0': 0.67, '1': 0.33}",train,2
537,"#foxnews #oreillyfactor #Brexit this was all about stopping the immigration of Muslims, Radical Islam &amp; sharia law. #Trump2016 #TrumpTrain",6,1,"{'0': 0.5, '1': 0.5}",train,1
538,"Polish Foreign Minister on #brexit “disillusionment with European integration, and declining trust in the EU”."" <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
539,misogynistic xenophobic white supremacist terrorist encouraging cowards don't want what is right they just want their way. #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
540,"Brexit racism Muslim at home, go of, answer to British Australia, New Zealand....... to Aboriginal <url>",6,0,"{'0': 1.0, '1': 0.0}",train,0
541,"Will there still be a demand for foreign lawyers in London? AND, will they still want to go to London? #auslaw #law #brexit #recruitment",6,0,"{'0': 1.0, '1': 0.0}",train,0
542,Could renegotiate for horizon 2020 (maybe erasmus) &amp; students should be taken off immigration lists #LinksDay16 #science #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
543,Can someone explain the immigration aspect of the #brexit decision to me?,6,0,"{'0': 1.0, '1': 0.0}",train,0
544,Irrespective of what you think of immigration #EUreferendum is about being able to make a choice.🇬🇧Do you want a choice? #VoteLeave #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
545,"If you voted leave &amp; demand every muslim condemn extremist behaviour, you then ought to do likewise. <url>",6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
546,#BREXIT &amp; Immigration <user> <user> <user> <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
547,"Boost UK exports, deport Anna Soubry, apparently
#brexit <url>",6,0,"{'0': 0.67, '1': 0.33}",train,2
548,The #EU speeding up talks 2 admit terrorist #Turkey is👉SUICIDE 👉 #Erdogan admits there's NO MODERATE ISLAM! #Brexit <url>,6,0,"{'0': 0.67, '1': 0.33}",train,2
549,I wish I could photograph the face of every #brexit voter when the realise immigration is now likely to increase.,6,0,"{'0': 1.0, '1': 0.0}",train,0
550,The ramifications might be far worse than that. Foreign trade might spiral out of control. <url>,6,0,"{'0': 1.0, '1': 0.0}",train,0
551,"Students so called academics and professionals Voted remain 
Not on migrant coal face...unlike working class 

#EUref #Brexit #EURefResults",6,0,"{'0': 1.0, '1': 0.0}",train,0
552,RT <user>: amanpour's a pro- refujihadi rapefugee dhimmi. See how that works? #MakeBritainGreatAgain <url>,6,1,"{'0': 0.33, '1': 0.67}",train,2
553,the #Brexit is am example for how xenophobia can force US Congress into an actual Muslim ban if #Trump is president #AMJoy,6,0,"{'0': 0.67, '1': 0.33}",train,2
554,#PostRefExit atmosphere in Britain is awful. Most foreigners are verbally assaulted and called all names! #Brexit,6,0,"{'0': 1.0, '1': 0.0}",train,0
555,"Globalists use fear to control outcomes &amp; make people give up. 
#Brexit vote is rigged with immigrant votes. <url>",6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
556,England is like Space 1999 they done blown the moon away from the Earth. They gonna deport the lady with the button eyebrows #Brexit,6,0,"{'0': 0.8300000000000001, '1': 0.17}",train,2
